pair_index,win_y,win_x,time_s,glo_dy_px,glo_dx_px,nbs_dy_px,nbs_dx_px,final_dy_px,final_dx_px
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000240e-05,4.400000000000000000e+01,0.000000000000000000e+00,4.400000000000000000e+01,0.000000000000000000e+00,4.400000000000000000e+01,0.000000000000000000e+00
